Source,Target,Type,Id,Label,Weight
Helen C andersson,Jens Christian refsgaard,Undirected,24351,,1
Helen C andersson,Kari Hyytiainen,Undirected,24352,,1
Helen C andersson,Karin Tonderski,Undirected,24353,,1
Helen C andersson,Kerstin Johannesson,Undirected,24354,,1
Helen C andersson,Klaus Hinsby,Undirected,24355,,1
Helen C andersson,Linda Laikre,Undirected,24356,,1
Helen C andersson,Marianne Zandersen,Undirected,24357,,1
Helen C andersson,Michele Casini,Undirected,24358,,1
Helen C andersson,Mikolaj Czajkowski,Undirected,24359,,1
Helen C andersson,Monika Winder,Undirected,24360,,1
Helen C andersson,Piotr Margonski,Undirected,24361,,1
Helen C andersson,Sara Kurland,Undirected,24362,,1
Helen C andersson,Seifeddine Jomaa,Undirected,24363,,1
Helen C andersson,Thorsten Bh reusch,Undirected,24364,,1
Helen C andersson,Veijo Jormalainen,Undirected,24365,,1
Helena Poetschke,Joanna Blazynska,Undirected,24366,,1
Helena Poetschke,Lukasz Matuszak,Undirected,24367,,1
Helena Poetschke,Magdalena Kowalczyk,Undirected,24368,,1
Helena Poetschke,Malgorzata Czerny,Undirected,24369,,1
Helena Poetschke,Malgorzata Macuda,Undirected,24370,,1
Helena Poetschke,Marek Cieslak,Undirected,24371,,1
Helena Poetschke,Marek Masztalerz,Undirected,24372,,1
Helena Poetschke,Maria Kiedrowska,Undirected,24373,,1
Helena Poetschke,Marzena Remlein,Undirected,24374,,1
Helena Poetschke,Piotr Gut,Undirected,24375,,1
Helena Poetschke,Remigiusz Napiecek,Undirected,24376,,1
Helena Poetschke,Wojciech Fliegner,Undirected,24377,,1
Henn Ojaveer,Jacob Carstensen,Undirected,24378,,1
Henn Ojaveer,Jan Dierking,Undirected,24379,,1
Henn Ojaveer,Jens Christian refsgaard,Undirected,24380,,1
Henn Ojaveer,Kari Hyytiainen,Undirected,24381,,1
Henn Ojaveer,Karin Tonderski,Undirected,24382,,1
Henn Ojaveer,Kerstin Johannesson,Undirected,24383,,1
Henn Ojaveer,Klaus Hinsby,Undirected,24384,,1
Henn Ojaveer,Linda Laikre,Undirected,24385,,1
Henn Ojaveer,Marianne Zandersen,Undirected,24386,,1
Henn Ojaveer,Michele Casini,Undirected,24387,,1
Henn Ojaveer,Mikolaj Czajkowski,Undirected,24388,,1
Henn Ojaveer,Monika Winder,Undirected,24389,,1
Henn Ojaveer,Piotr Margonski,Undirected,24390,,1
Henn Ojaveer,Sara Kurland,Undirected,24391,,1
Henn Ojaveer,Seifeddine Jomaa,Undirected,24392,,1
Henn Ojaveer,Thorsten Bh reusch,Undirected,24393,,1
Henn Ojaveer,Veijo Jormalainen,Undirected,24394,,1
Henryk Kozlowski,Ivano Bertini,Undirected,24395,,1
Henryk Kozlowski,Kornelia Wisniewska,Undirected,24396,,1
Henryk Kozlowski,Krzysztof Rolka,Undirected,24397,,1
Henryk Kozlowski,Leszek Lankiewicz,Undirected,24398,,1
Henryk Kozlowski,Lucia Banci,Undirected,24399,,1
Henryk Kozlowski,Manuele Martinelli,Undirected,24400,,1
Henryk Kozlowski,Marek Luczkowski,Undirected,24401,,1
Henryk Kozlowski,Martina Donatoni,Undirected,24402,,1
Henryk Kozlowski,Maurizio Remelli,Undirected,24403,,2
Henryk Kozlowski,Peep Palumaa,Undirected,24404,,1
Henryk Kozlowski,Pierluigi Pretegiani,Undirected,24405,,1
Henryk Kozlowski,Rebecca Pogni,Undirected,24406,,1
Henryk Kozlowski,Remo Guerrini,Undirected,24407,,2
Henryk Kozlowski,Simone Ciofi-baffoni,Undirected,24408,,1
Hugh Morrison,Jason A milbrandt,Undirected,24409,,1
Hugh Morrison,Jerry Y harrington,Undirected,24410,,1
Hugh Morrison,Karly J reimel,Undirected,24411,,1
Hugh Morrison,Lier-walqui Van marcus,Undirected,24412,,1
Hugh Morrison,Lulin Xue,Undirected,24413,,1
Hugh Morrison,Matthew R kumjian,Undirected,24414,,1
Hugh Morrison,Olivier P prat,Undirected,24415,,1
Hugh Morrison,Shin-ichiro Shima,Undirected,24416,,1
Hugh Morrison,Wojciech W grabowski,Undirected,24417,,4
Hutchison M,Jeanrenaud C,Undirected,24418,,1
Hutchison M,Kaderjak P,Undirected,24419,,1
Hutchison M,Maca V,Undirected,24420,,1
Hutchison M,Markiewicz O,Undirected,24421,,1
Hutchison M,Markowska A,Undirected,24422,,1
Hutchison M,Metcalf H,Undirected,24423,,1
Hutchison M,Navrud S,Undirected,24424,,1
Hutchison M,Nielsen Seested j,Undirected,24425,,1
Hutchison M,Ortiz R,Undirected,24426,,1
Hutchison M,Pellegrini S,Undirected,24427,,1
Hutchison M,Rabl A,Undirected,24428,,1
Hutchison M,Riera R,Undirected,24429,,1
Hutchison M,Scasny M,Undirected,24430,,1
Hutchison M,Stoeckel M-e,Undirected,24431,,1
Hutchison M,Szanto R,Undirected,24432,,1
Hutchison M,Urban J,Undirected,24433,,1
Iana Okhrimenko,Tomasz Kopczewski,Undirected,24434,,2
Ibne Hassan,Ijaz Hussain shah,Undirected,24435,,1
Ibne Hassan,Rana Umair ashraf,Undirected,24436,,1
Ibne Hassan,Shahid Mohammad khan ghauri,Undirected,24437,,1
Ibne Hassan,Syed Anees haider zaidi,Undirected,24438,,1
Ieva Oskolokaite,James Cr smart,Undirected,24439,,1
Ieva Oskolokaite,Janne Artell,Undirected,24440,,1
Ieva Oskolokaite,Jurgen Meyerhoff,Undirected,24441,,1
Ieva Oskolokaite,Kari Hyytiainen,Undirected,24442,,1
Ieva Oskolokaite,Kim Dahlbo,Undirected,24443,,1
Ieva Oskolokaite,Kristine Pakalniete,Undirected,24444,,1
Ieva Oskolokaite,Linus Hasselstrom,Undirected,24445,,1
Ieva Oskolokaite,Louise Martinsen,Undirected,24446,,1
Ieva Oskolokaite,Marie Maar,Undirected,24447,,1
Ieva Oskolokaite,Mikolaj Czajkowski,Undirected,24448,,1
Ieva Oskolokaite,Mohammed H alemu,Undirected,24449,,1
Ieva Oskolokaite,Tea Nommann,Undirected,24450,,1
Ieva Oskolokaite,Tore Soderqvist,Undirected,24451,,1
Ieva Oskolokaite,Vivi Fleming-lehtinen,Undirected,24452,,1
Ieva Oskolokaite,Yulia Khaleeva,Undirected,24453,,1
Iga Magda,Szczygielski K,Undirected,24454,,1
Ijaz Hussain shah,Rana Umair ashraf,Undirected,24455,,1
Ijaz Hussain shah,Shahid Mohammad khan ghauri,Undirected,24456,,1
Ijaz Hussain shah,Syed Anees haider zaidi,Undirected,24457,,1
Ijzermans Rha,Peter Bartello,Undirected,24458,,1
Ijzermans Rha,Reeks Mw,Undirected,24459,,1
Ijzermans Rha,Szymon P malinowski,Undirected,24460,,1
Ijzermans Rha,Vassilicos Jc,Undirected,24461,,1
Ijzermans Rha,Wang L-p,Undirected,24462,,1
Ijzermans Rha,Warhaft Z,Undirected,24463,,1
Ijzermans Rha,Wojciech W grabowski,Undirected,24464,,1
Illya Barziy,Marcin Chlebus,Undirected,24465,,1
Irena E kotowska,Magdalena Michalejko,Undirected,24466,,1
Irena E kotowska,Maja Rynko,Undirected,24467,,1
Irena E kotowska,Malgorzata Bala,Undirected,24468,,1
Irena E kotowska,Malgorzata Kalbarczyk-steclik,Undirected,24469,,1
Irena E kotowska,Marta Palczynska,Undirected,24470,,1
Irena E kotowska,Mateusz Najsztub,Undirected,24471,,1
Irena E kotowska,Michal Myck,Undirected,24472,,1
Irena E kotowska,Monika Oczkowska,Undirected,24473,,1
Irena E kotowska,Roman Topor-madry,Undirected,24474,,1
Irena E kotowska,Wojciech Paczynski,Undirected,24475,,1
Irene Bertschek,Krzysztof Szczygielski,Undirected,24476,,1
Ireneusz Bialecki,Jerzy Wisniewski,Undirected,24477,,1
Ireneusz Bialecki,Maciej Jakubowski,Undirected,24478,,1
Ireneusz Miernik,Maciej Sobolewski,Undirected,24479,,1
Ireneusz Miernik,Tomasz Kopczewski,Undirected,24480,,1
Irfan Khan,Li Mingxing,Undirected,24481,,1
Irfan Khan,Ma Zhiqiang,Undirected,24482,,1
Irfan Khan,Mingxing Li,Undirected,24483,,1
Irfan Khan,Muhammad Saeed ashraf,Undirected,24484,,1
Irfan Khan,Muhammad Usman,Undirected,24485,,1
Irfan Khan,Rana Umair ashraf,Undirected,24486,,3
Irfan Khan,Syed Anees haider zaidi,Undirected,24487,,2
Isabella Moder,Joel Graca alves,Undirected,24488,,1
Isabella Moder,Juan Carlos berganza,Undirected,24489,,1
Isabella Moder,Lilian Kreitz,Undirected,24490,,1
Isabella Moder,Luis Molina sanchez,Undirected,24491,,1
Isabella Moder,Markus Eller,Undirected,24492,,1
Isabella Moder,Rafael Cezar,Undirected,24493,,1
Isabella Moder,Roland Beck,Undirected,24494,,1
Isabella Moder,Valerio Nispi landi,Undirected,24495,,1
Ivan Skliarov,Lukasz Goczek,Undirected,24496,,1
Ivano Bertini,Lucia Banci,Undirected,24497,,1
Ivano Bertini,Manuele Martinelli,Undirected,24498,,1
Ivano Bertini,Peep Palumaa,Undirected,24499,,1
Ivano Bertini,Simone Ciofi-baffoni,Undirected,24500,,1
Iwona Kukulak-dolata,Lukasz Arendt,Undirected,24501,,1
Izabela D tymoczko,Jacek Lewkowicz,Undirected,24502,,2
Izabela D tymoczko,Jakub Growiec,Undirected,24503,,2
Izabela D tymoczko,Jakub Muck,Undirected,24504,,2
Izabela D tymoczko,Jan Hagemejer,Undirected,24505,,2
Izabela D tymoczko,Kamil Wierus,Undirected,24506,,2
Izabela D tymoczko,Katarzyna Puchalska,Undirected,24507,,2
Izabela D tymoczko,Magdalena Rola-janicka,Undirected,24508,,2
Izabela D tymoczko,Marcin Grela,Undirected,24509,,2
Izabela D tymoczko,Marcin Tomkiewicz,Undirected,24510,,2
Izabela D tymoczko,Marek Niechcial,Undirected,24511,,2
Izabela D tymoczko,Michal Gradzewicz,Undirected,24512,,2
Izabela D tymoczko,Michal Rubaszek,Undirected,24513,,2
Izabela D tymoczko,Paulina Broniatowska,Undirected,24514,,2
Izabela D tymoczko,Piotr Popowski,Undirected,24515,,2
Izabela D tymoczko,Rafal Slubowski,Undirected,24516,,2
Izabela D tymoczko,Stanislaw Cichocki,Undirected,24517,,2
Izabela D tymoczko,Tomasz Michalek,Undirected,24518,,2
Izabela D tymoczko,Tomasz Piasecki,Undirected,24519,,2
Izabela D tymoczko,Wawrzyniec Suleja,Undirected,24520,,2
Izabela D tymoczko,Wojciech Mroczek,Undirected,24521,,2
Izabela Grabowska,Krystyna Slany,Undirected,24522,,1
Izabela Grabowska,Pawel Kaczmarczyk,Undirected,24523,,1
Izabela Tymoczko d,Kosior Anna,Undirected,24524,,1
Izabela Tymoczko d,Lewkowicz Jacek,Undirected,24525,,1
Izabela Tymoczko d,Michalek Tomasz,Undirected,24526,,1
Izabela Tymoczko d,Mroczek Wojciech,Undirected,24527,,1
Izabela Tymoczko d,Muck Jakub,Undirected,24528,,1
Izabela Tymoczko d,Niechcial Marek,Undirected,24529,,1
Izabela Tymoczko d,Piasecki Tomasz,Undirected,24530,,1
Izabela Tymoczko d,Popowski Piotr,Undirected,24531,,1
Izabela Tymoczko d,Puchalska Katarzyna,Undirected,24532,,1
Izabela Tymoczko d,Rola-janicka Magdalena,Undirected,24533,,1
Izabela Tymoczko d,Rubaszek Michal,Undirected,24534,,1
Izabela Tymoczko d,Slubowski Rafal,Undirected,24535,,1
Izabela Tymoczko d,Stazka-gawrysiak Agnieszka,Undirected,24536,,1
Izabela Tymoczko d,Suleja Wawrzyniec,Undirected,24537,,1
Izabela Tymoczko d,Tchorek Grzegorz,Undirected,24538,,1
Izabela Tymoczko d,Tomkiewicz Marcin,Undirected,24539,,1
Izabela Tymoczko d,Wierus Kamil,Undirected,24540,,1
J.,Jablecki P.,Undirected,24541,,1
J.,Kokoszczynski,Undirected,24542,,1
J.,R.,Undirected,24543,,2
J.,Sakowski P.,Undirected,24544,,1
J.,Wójcik,Undirected,24545,,1
J.,Ślepaczuk,Undirected,24546,,1
Jablecki P.,Kokoszczynski,Undirected,24547,,1
Jablecki P.,R.,Undirected,24548,,2
Jablecki P.,Sakowski P.,Undirected,24549,,1
Jablecki P.,Wójcik,Undirected,24550,,1
Jablecki P.,Ślepaczuk,Undirected,24551,,1
Jacek Kocerka,Marcin Sienicki,Undirected,24552,,1
Jacek Kocerka,Piotr Boguszewski,Undirected,24553,,1
Jacek Kotlowski,Karol Szafranek,Undirected,24554,,1
Jacek Kotlowski,Marcin Humanicki,Undirected,24555,,1
Jacek Kotlowski,Mariusz Kapuscinski,Undirected,24556,,1
Jacek Kotlowski,Mateusz Pipien,Undirected,24557,,1
Jacek Kotlowski,Michal Brzoza-brzezina,Undirected,24558,,1
Jacek Kotlowski,Michal Greszta,Undirected,24559,,1
Jacek Kotlowski,Michal Ledochowski,Undirected,24560,,1
Jacek Kotlowski,Michal Lesyk,Undirected,24561,,1
Jacek Kotlowski,Piotr Popowski,Undirected,24562,,1
Jacek Kotlowski,Tomasz Kleszcz,Undirected,24563,,1
Jacek Kotlowski,Tomasz Lyziak,Undirected,24564,,1
Jacek Lewkowicz,Jakub Growiec,Undirected,24565,,2
Jacek Lewkowicz,Jakub Muck,Undirected,24566,,2
Jacek Lewkowicz,Jan Falkowski,Undirected,24567,,5
Jacek Lewkowicz,Jan Hagemejer,Undirected,24568,,2
Jacek Lewkowicz,Jan Jakub michalek,Undirected,24569,,3
Jacek Lewkowicz,Jan Michalek,Undirected,24570,,1
Jacek Lewkowicz,Jerg Gutmann,Undirected,24571,,1
Jacek Lewkowicz,Jerzy Mycielski,Undirected,24572,,2
Jacek Lewkowicz,Kamil Wierus,Undirected,24573,,2
Jacek Lewkowicz,Katarzyna Metelska-szaniawska,Undirected,24574,,7
Jacek Lewkowicz,Katarzyna Puchalska,Undirected,24575,,2
Jacek Lewkowicz,Krzysztof Szczygielski,Undirected,24576,,4
Jacek Lewkowicz,Magdalena Rola-janicka,Undirected,24577,,2
Jacek Lewkowicz,Marcin Grela,Undirected,24578,,2
Jacek Lewkowicz,Marcin Tomkiewicz,Undirected,24579,,2
Jacek Lewkowicz,Marek Niechcial,Undirected,24580,,2
Jacek Lewkowicz,Mateusz Marcol,Undirected,24581,,1
Jacek Lewkowicz,Michal Gradzewicz,Undirected,24582,,2
Jacek Lewkowicz,Michal Rubaszek,Undirected,24583,,2
Jacek Lewkowicz,Michal Wozniak,Undirected,24584,,1
Jacek Lewkowicz,Michal Wrzesinski,Undirected,24585,,1
Jacek Lewkowicz,Paulina Broniatowska,Undirected,24586,,2
Jacek Lewkowicz,Piotr Popowski,Undirected,24587,,2
Jacek Lewkowicz,Rafal Slubowski,Undirected,24588,,2
Jacek Lewkowicz,Rafal Wozniak,Undirected,24589,,1
Jacek Lewkowicz,Stanislaw Cichocki,Undirected,24590,,2
Jacek Lewkowicz,Stefan Voigt,Undirected,24591,,1
Jacek Lewkowicz,Tomasz Kopczewski,Undirected,24592,,2
Jacek Lewkowicz,Tomasz Michalek,Undirected,24593,,2
Jacek Lewkowicz,Tomasz Piasecki,Undirected,24594,,2
Jacek Lewkowicz,Wawrzyniec Suleja,Undirected,24595,,2
Jacek Lewkowicz,Wojciech Mroczek,Undirected,24596,,2
Jacek Rothert,Jan Hagemejer,Undirected,24597,,1
Jacek Rothert,Jan Michalek,Undirected,24598,,1
Jacek Rothert,Mark Vancauteren,Undirected,24599,,1
Jacek Rothert,Victoria Roshal,Undirected,24600,,1
Jacek Socha,Tomasz Kopczewski,Undirected,24601,,1
Jacek Socha,Wojciech Rogowski,Undirected,24602,,1
Jacek Suda,Patrick Pintus,Undirected,24603,,1
Jacek Suda,Pintus P,Undirected,24604,,2
Jacek Suda,Turgut B,Undirected,24605,,2
Jacob Carstensen,Jan Dierking,Undirected,24606,,1
Jacob Carstensen,Jens Christian refsgaard,Undirected,24607,,1
Jacob Carstensen,Kari Hyytiainen,Undirected,24608,,1
Jacob Carstensen,Karin Tonderski,Undirected,24609,,1
Jacob Carstensen,Kerstin Johannesson,Undirected,24610,,1
Jacob Carstensen,Klaus Hinsby,Undirected,24611,,1
Jacob Carstensen,Linda Laikre,Undirected,24612,,1
Jacob Carstensen,Marianne Zandersen,Undirected,24613,,1
Jacob Carstensen,Michele Casini,Undirected,24614,,1
Jacob Carstensen,Mikolaj Czajkowski,Undirected,24615,,1
Jacob Carstensen,Monika Winder,Undirected,24616,,1
Jacob Carstensen,Piotr Margonski,Undirected,24617,,1
Jacob Carstensen,Sara Kurland,Undirected,24618,,1
Jacob Carstensen,Seifeddine Jomaa,Undirected,24619,,1
Jacob Carstensen,Thorsten Bh reusch,Undirected,24620,,1
Jacob Carstensen,Veijo Jormalainen,Undirected,24621,,1
Jacob Lariviere,Jannike Falk-petersen,Undirected,24622,,1
Jacob Lariviere,Margrethe Aanesen,Undirected,24623,,1
Jacob Lariviere,Mikolaj Czajkowski,Undirected,24624,,2
Jacob Lariviere,Nick Hanley,Undirected,24625,,2
Jakub Boratynski,Jan Gaska,Undirected,24626,,1
Jakub Boratynski,Krzysztof Wojtowicz,Undirected,24627,,1
Jakub Boratynski,Leszek Kasek,Undirected,24628,,1
Jakub Boratynski,Maciej Cygler,Undirected,24629,,1
Jakub Boratynski,Maciej Pyrka,Undirected,24630,,1
Jakub Boratynski,Magdalena Zachlod-jelec,Undirected,24631,,1
Jakub Boratynski,Michal Antoszewski,Undirected,24632,,1
Jakub Boratynski,Przemyslaw Sikora,Undirected,24633,,1
Jakub Boratynski,Robert Jeszke,Undirected,24634,,1
Jakub Boratynski,Ryszard Malarski,Undirected,24635,,1
Jakub Boratynski,Wojciech Rabiega,Undirected,24636,,1
Jakub Growiec,Jakub Muck,Undirected,24637,,2
Jakub Growiec,Jan Hagemejer,Undirected,24638,,3
Jakub Growiec,Kamil Wierus,Undirected,24639,,2
Jakub Growiec,Katarzyna Puchalska,Undirected,24640,,2
Jakub Growiec,Magdalena Rola-janicka,Undirected,24641,,2
Jakub Growiec,Marcin Grela,Undirected,24642,,2
Jakub Growiec,Marcin Tomkiewicz,Undirected,24643,,2
Jakub Growiec,Marek Niechcial,Undirected,24644,,2
Jakub Growiec,Michal Gradzewicz,Undirected,24645,,3
Jakub Growiec,Michal Rubaszek,Undirected,24646,,2
Jakub Growiec,Paulina Broniatowska,Undirected,24647,,2
Jakub Growiec,Piotr Popowski,Undirected,24648,,3
Jakub Growiec,Rafal Slubowski,Undirected,24649,,2
Jakub Growiec,Stanislaw Cichocki,Undirected,24650,,2
Jakub Growiec,Tomasz Michalek,Undirected,24651,,2
Jakub Growiec,Tomasz Piasecki,Undirected,24652,,2
Jakub Growiec,Wawrzyniec Suleja,Undirected,24653,,2
Jakub Growiec,Wojciech Mroczek,Undirected,24654,,2
Jakub Michankow,Janusz Morajda,Undirected,24655,,1
Jakub Michankow,Lukasz Kwiatkowski,Undirected,24656,,1
Jakub Michankow,Pawel Sakowski,Undirected,24657,,9
Jakub Michankow,Robert Slepaczuk,Undirected,24658,,7
Jakub Muck,Jan Hagemejer,Undirected,24659,,3
Jakub Muck,Kamil Wierus,Undirected,24660,,2
Jakub Muck,Katarzyna Puchalska,Undirected,24661,,2
Jakub Muck,Magdalena Rola-janicka,Undirected,24662,,2
Jakub Muck,Marcin Grela,Undirected,24663,,2
Jakub Muck,Marcin Tomkiewicz,Undirected,24664,,2
Jakub Muck,Marek Niechcial,Undirected,24665,,2
Jakub Muck,Michal Gradzewicz,Undirected,24666,,2
Jakub Muck,Michal Rubaszek,Undirected,24667,,2
Jakub Muck,Paulina Broniatowska,Undirected,24668,,2
Jakub Muck,Piotr Popowski,Undirected,24669,,2
Jakub Muck,Rafal Slubowski,Undirected,24670,,2
Jakub Muck,Stanislaw Cichocki,Undirected,24671,,2
Jakub Muck,Tomasz Michalek,Undirected,24672,,2
Jakub Muck,Tomasz Piasecki,Undirected,24673,,2
Jakub Muck,Wawrzyniec Suleja,Undirected,24674,,2
Jakub Muck,Wojciech Mroczek,Undirected,24675,,2
Jakub Sztachelski,Janusz Gajda,Undirected,24676,,1
Jakub Sztachelski,Marcin Chlebus,Undirected,24677,,1
Jakub Sztachelski,Piotr Wojewnik,Undirected,24678,,1
Jakub Sztachelski,Przemyslaw Biecek,Undirected,24679,,1
Jakub Zawieska,Joanna Rachubik,Undirected,24680,,2
Jakub Zawieska,Maciej Grzenda,Undirected,24681,,2
Jakub Zawieska,Satia Rozynek,Undirected,24682,,2
Jakub Zawieska,Shahriar Akhavan,Undirected,24683,,2
Jakubowski M,Krawczyk A,Undirected,24684,,1
Jakubowski M,Kulisiewicz T,Undirected,24685,,1
Jakubowski M,Nowakowski Z,Undirected,24686,,1
Jakubowski M,Zlotnicki A,Undirected,24687,,1
James Cr smart,Janne Artell,Undirected,24688,,1
James Cr smart,Jurgen Meyerhoff,Undirected,24689,,1
James Cr smart,Kari Hyytiainen,Undirected,24690,,1
James Cr smart,Kim Dahlbo,Undirected,24691,,1
James Cr smart,Kristine Pakalniete,Undirected,24692,,1
James Cr smart,Linus Hasselstrom,Undirected,24693,,1
James Cr smart,Louise Martinsen,Undirected,24694,,1
James Cr smart,Marie Maar,Undirected,24695,,1
James Cr smart,Mikolaj Czajkowski,Undirected,24696,,1
James Cr smart,Mohammed H alemu,Undirected,24697,,1
James Cr smart,Tea Nommann,Undirected,24698,,1
James Cr smart,Tore Soderqvist,Undirected,24699,,1
James Cr smart,Vivi Fleming-lehtinen,Undirected,24700,,1
James Cr smart,Yulia Khaleeva,Undirected,24701,,1
James Middleton,Jerzy Mycielski,Undirected,24702,,1
James Middleton,Jolanta Kujawa,Undirected,24703,,1
James Middleton,Maria Cristina pagliacci,Undirected,24704,,1
James Middleton,Piotr Tederko,Undirected,24705,,1
Jan Borysowski,Leszek Paczek,Undirected,24706,,1
Jan Borysowski,Marcin Chlebus,Undirected,24707,,1
Jan Borysowski,Miroslaw Wielgos,Undirected,24708,,1
Jan Dierking,Jens Christian refsgaard,Undirected,24709,,1
Jan Dierking,Kari Hyytiainen,Undirected,24710,,1
Jan Dierking,Karin Tonderski,Undirected,24711,,1
Jan Dierking,Kerstin Johannesson,Undirected,24712,,1
Jan Dierking,Klaus Hinsby,Undirected,24713,,1
Jan Dierking,Linda Laikre,Undirected,24714,,1
Jan Dierking,Marianne Zandersen,Undirected,24715,,1
Jan Dierking,Michele Casini,Undirected,24716,,1
Jan Dierking,Mikolaj Czajkowski,Undirected,24717,,1
Jan Dierking,Monika Winder,Undirected,24718,,1
Jan Dierking,Piotr Margonski,Undirected,24719,,1
Jan Dierking,Sara Kurland,Undirected,24720,,1
Jan Dierking,Seifeddine Jomaa,Undirected,24721,,1
Jan Dierking,Thorsten Bh reusch,Undirected,24722,,1
Jan Dierking,Veijo Jormalainen,Undirected,24723,,1
Jan Falkowski,Katarzyna Metelska-szaniawska,Undirected,24724,,2
Jan Falkowski,Maciej Jakubowski,Undirected,24725,,1
Jan Falkowski,Pawel Strawinski,Undirected,24726,,1
Jan Gaska,Krzysztof Wojtowicz,Undirected,24727,,1
Jan Gaska,Leszek Kasek,Undirected,24728,,1
Jan Gaska,Maciej Cygler,Undirected,24729,,1
Jan Gaska,Maciej Pyrka,Undirected,24730,,1
Jan Gaska,Magdalena Zachlod-jelec,Undirected,24731,,1
Jan Gaska,Michal Antoszewski,Undirected,24732,,1
Jan Gaska,Przemyslaw Sikora,Undirected,24733,,1
Jan Gaska,Robert Jeszke,Undirected,24734,,1
Jan Gaska,Ryszard Malarski,Undirected,24735,,1
Jan Gaska,Wojciech Rabiega,Undirected,24736,,1
Jan Grudniewicz,Robert Slepaczuk,Undirected,24737,,1
Jan Hagemejer,Jan Michalek,Undirected,24738,,1
Jan Hagemejer,Joanna Tyrowicz,Undirected,24739,,8
Jan Hagemejer,Kamil Wierus,Undirected,24740,,2
Jan Hagemejer,Karolina Goraus,Undirected,24741,,5
Jan Hagemejer,Katarzyna Puchalska,Undirected,24742,,2
Jan Hagemejer,Krzysztof Makarski,Undirected,24743,,4
Jan Hagemejer,Magdalena Rola-janicka,Undirected,24744,,2
Jan Hagemejer,Mahdi Ghodsi,Undirected,24745,,1
Jan Hagemejer,Marcin Bielecki,Undirected,24746,,5
Jan Hagemejer,Marcin Grela,Undirected,24747,,2
Jan Hagemejer,Marcin Kolasa,Undirected,24748,,2
Jan Hagemejer,Marcin Tomkiewicz,Undirected,24749,,2
Jan Hagemejer,Marek Niechcial,Undirected,24750,,2
Jan Hagemejer,Mark Vancauteren,Undirected,24751,,1
Jan Hagemejer,Michal Gradzewicz,Undirected,24752,,4
Jan Hagemejer,Michal Rubaszek,Undirected,24753,,2
Jan Hagemejer,Paulina Broniatowska,Undirected,24754,,2
Jan Hagemejer,Piotr Popowski,Undirected,24755,,3
Jan Hagemejer,Rafal Slubowski,Undirected,24756,,2
Jan Hagemejer,Stanislaw Cichocki,Undirected,24757,,2
Jan Hagemejer,Tomasz Michalek,Undirected,24758,,2
Jan Hagemejer,Tomasz Piasecki,Undirected,24759,,2
Jan Hagemejer,Victoria Roshal,Undirected,24760,,1
Jan Hagemejer,Wawrzyniec Suleja,Undirected,24761,,2
Jan Hagemejer,Wojciech Mroczek,Undirected,24762,,2
Jan J michalek,Jerzy Mycielski,Undirected,24763,,3
Jan Jakub and szczygielski,Krzysztof Cieslik,Undirected,24764,,1
Jan Jakub and szczygielski,Michalek And andrzej,Undirected,24765,,1
Jan Jakub michalek,Jarko Fidrmuc,Undirected,24766,,1
Jan Jakub michalek,Jerzy Mycielski,Undirected,24767,,9
Jan Jakub michalek,Joanna Tyrowicz,Undirected,24768,,2
Jan Jakub michalek,Krzysztof Szczygielski,Undirected,24769,,8
Jan Jakub michalek,Lukasz Goczek,Undirected,24770,,2
Jan Jakub michalek,Mahdi Ghodsi ghodsi,Undirected,24771,,1
Jan Jakub michalek,Maurice Obstfeld,Undirected,24772,,2
Jan Jakub michalek,Paul Robin krugman,Undirected,24773,,2
Jan Jakub michalek,Pawel Gieraltowski,Undirected,24774,,2
Jan Jakub michalek,Peter Huber,Undirected,24775,,1
Jan Jakub michalek,Wlodzimierz Siwinski,Undirected,24776,,2
Jan Marcus,Markus M grabka,Undirected,24777,,1
Jan Michalek,Jerzy Mycielski,Undirected,24778,,2
Jan Michalek,Krzysztof Szczygielski,Undirected,24779,,1
Jan Michalek,Mark Vancauteren,Undirected,24780,,1
Jan Michalek,Victoria Roshal,Undirected,24781,,1
Janek Saluse,Maria Swiderek,Undirected,24782,,1
Janek Saluse,Pawel Sakowski,Undirected,24783,,1
Janet C gornick,Timothy M smeeding,Undirected,24784,,1
Janicka A,Katarzyna Januszewicz,Undirected,24785,,1
Janicka A,Keska A,Undirected,24786,,1
Janicka A,Pawel Kazimierski,Undirected,24787,,1
Janicka A,Piotr Lampart,Undirected,24788,,1
Janicka A,Tomasz Suchocki,Undirected,24789,,1
Janicka A,Walkowiak W,Undirected,24790,,1
Janicka A,Zaczynska E,Undirected,24791,,1
Janicka A,Zawislak M,Undirected,24792,,1
Janine Leschke,Juan F jimeno,Undirected,24793,,1
Janine Leschke,Mario Izquierdo peinado,Undirected,24794,,1
Janine Leschke,Matthias Busse,Undirected,24795,,1
Janine Leschke,Mikkel Barslund,Undirected,24796,,1
Janine Leschke,Pawel Kaczmarczyk,Undirected,24797,,1
Janine Leschke,Timo Baas,Undirected,24798,,1
Janne Artell,Jurgen Meyerhoff,Undirected,24799,,1
Janne Artell,Kari Hyytiainen,Undirected,24800,,1
Janne Artell,Kim Dahlbo,Undirected,24801,,1
Janne Artell,Kristine Pakalniete,Undirected,24802,,1
Janne Artell,Linus Hasselstrom,Undirected,24803,,1
Janne Artell,Louise Martinsen,Undirected,24804,,1
Janne Artell,Marie Maar,Undirected,24805,,1
Janne Artell,Mikolaj Czajkowski,Undirected,24806,,1
